id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
360,192.168.10.17-99.224.25.39-123-123-17,192.168.10.17,123,99.224.25.39,123,17,2017-07-07 12:08:51.150857,67059731,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.8631191497025243,0.0596483156188025,22353243.666666664,38609975.41329671,66936203,59708,67000023,67000023.0,0.0,67000023,67000023,66995911,66995911.0,0.0,66995911,66995911,0,0,0,0,0,0,16,16,0.0298241578094012,0.0298241578094012,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,63820.0,0.0,63820,63820,66936203.0,0.0,66936203,66936203,-1,-1,0,DDOS,-1
361,192.168.10.17-206.75.89.101-123-123-17,192.168.10.17,123,206.75.89.101,123,17,2017-07-07 12:08:53.150874,68086019,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.81996220105041,0.0587492125218835,22695339.666666664,39160624.621209815,67914134,85887,68000021,68000021.0,0.0,68000021,68000021,68000132,68000132.0,0.0,68000132,68000132,0,0,0,0,0,0,16,16,0.0293746062609417,0.0293746062609417,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,85887.0,0.0,85887,85887,67914134.0,0.0,67914134,67914134,-1,-1,0,DDOS,-1
362,192.168.10.3-192.168.10.1-61571-53-17,192.168.10.3,61571,192.168.10.1,53,17,2017-07-07 12:07:42.210468,114901058,2,2,91,204,47,44,45.5,2.1213203435596424,132,72,102.0,42.42640687119285,2.567426315604509,0.0348125602115865,38300352.66666667,66259060.8482325,114809724,30898,114870160,114870160.0,0.0,114870160,114870160,114840622,114840622.0,0.0,114840622,114840622,0,0,0,0,0,0,16,16,0.0174062801057932,0.0174062801057932,44,132,73.75,40.81155882018393,1665.583333333333,0,0,0,0,0,0,0,0,1.0,73.75,45.5,102.0,0,0,0,0,0,0,0,22,0,51,0,0,1,8,60436.0,0.0,60436,60436,114809724.0,0.0,114809724,114809724,-1,-1,0,DDOS,-1
363,192.168.10.3-192.168.10.1-60103-53-17,192.168.10.3,60103,192.168.10.1,53,17,2017-07-07 12:05:50.218038,116598,1,1,41,319,41,41,41.0,0.0,319,319,319.0,0.0,3087.531518550919,17.152952880838438,116598.0,0.0,116598,116598,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,8.576476440419219,8.576476440419219,41,319,180.0,196.5756851698602,38642.0,0,0,0,0,0,0,0,0,1.0,180.0,41.0,319.0,0,0,0,0,0,0,0,20,0,159,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
364,192.168.10.3-192.168.10.1-61667-53-17,192.168.10.3,61667,192.168.10.1,53,17,2017-07-07 12:06:48.235195,66296,1,1,52,133,52,52,52.0,0.0,133,133,133.0,0.0,2790.515264872693,30.167732593218297,66296.0,0.0,66296,66296,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,15.083866296609148,15.083866296609148,52,133,92.5,57.27564927611035,3280.5,0,0,0,0,0,0,0,0,1.0,92.5,52.0,133.0,0,0,0,0,0,0,0,26,0,66,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
365,192.168.10.3-192.168.10.1-61588-53-17,192.168.10.3,61588,192.168.10.1,53,17,2017-07-07 12:05:56.990727,92706,1,1,43,279,43,43,43.0,0.0,279,279,279.0,0.0,3473.345846007809,21.57357668327832,92706.0,0.0,92706,92706,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,10.78678834163916,10.78678834163916,43,279,161.0,166.87720036002523,27848.0,0,0,0,0,0,0,0,0,1.0,161.0,43.0,279.0,0,0,0,0,0,0,0,21,0,139,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
366,192.168.10.3-192.168.10.1-62204-53-17,192.168.10.3,62204,192.168.10.1,53,17,2017-07-07 12:05:29.526396,47468,1,1,45,61,45,45,45.0,0.0,61,61,61.0,0.0,2233.083340355608,42.13364793123788,47468.0,0.0,47468,47468,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,21.06682396561894,21.06682396561894,45,61,53.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,53.0,45.0,61.0,0,0,0,0,0,0,0,22,0,30,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
367,192.168.10.3-192.168.10.1-60553-53-17,192.168.10.3,60553,192.168.10.1,53,17,2017-07-07 12:04:20.067168,23515,1,1,51,136,51,51,51.0,0.0,136,136,136.0,0.0,7952.370827131618,85.05209440782478,23515.0,0.0,23515,23515,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,42.52604720391239,42.52604720391239,51,136,93.5,60.10407640085654,3612.5,0,0,0,0,0,0,0,0,1.0,93.5,51.0,136.0,0,0,0,0,0,0,0,25,0,68,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
368,192.168.10.12-208.73.56.29-123-123-17,192.168.10.12,123,208.73.56.29,123,17,2017-07-07 12:08:51.801214,70086982,8,8,384,384,48,48,48.0,0.0,48,48,48.0,0.0,10.9578123937481,0.2282877582030854,4672465.466666666,15026581.78430549,58903755,95558,69991424,9998774.857142858,21610446.145639747,58999337,996711,69991296,9998756.57142857,21610444.067557827,58999313,996637,0,0,0,0,0,0,64,64,0.1141438791015427,0.1141438791015427,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,7,8,11087669.0,0.0,11087669,11087669,58903755.0,0.0,58903755,58903755,-1,-1,0,DDOS,-1
369,192.168.10.3-192.168.10.1-62287-53-17,192.168.10.3,62287,192.168.10.1,53,17,2017-07-07 12:08:51.941937,90728,1,1,45,225,45,45,45.0,0.0,225,225,225.0,0.0,2975.9280486729563,22.04391147165153,90728.0,0.0,90728,90728,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,11.021955735825763,11.021955735825763,45,225,135.0,127.27922061357856,16200.0,0,0,0,0,0,0,0,0,1.0,135.0,45.0,225.0,0,0,0,0,0,0,0,22,0,112,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
370,192.168.10.17-171.66.97.126-123-123-17,192.168.10.17,123,171.66.97.126,123,17,2017-07-07 12:08:55.150843,66084206,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.905384079215539,0.060528834983657,22028068.666666664,38007950.87091155,65915870,84163,66000033,66000033.0,0.0,66000033,66000033,66000043,66000043.0,0.0,66000043,66000043,0,0,0,0,0,0,16,16,0.0302644174918285,0.0302644174918285,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,84163.0,0.0,84163,84163,65915870.0,0.0,65915870,65915870,-1,-1,0,DDOS,-1
371,192.168.10.3-192.168.10.1-62097-53-17,192.168.10.3,62097,192.168.10.1,53,17,2017-07-07 12:05:49.790850,2793564,2,2,94,272,55,39,47.0,11.31370849898476,217,55,136.0,114.5512985522207,131.0154340476896,1.4318626671878647,931188.0,1509207.1987490652,2673382,24364,2769200,2769200.0,0.0,2769200,2769200,2697746,2697746.0,0.0,2697746,2697746,0,0,0,0,0,0,16,16,0.7159313335939324,0.7159313335939324,39,217,91.5,84.00595217006948,7057.0,0,0,0,0,0,0,0,0,1.0,91.5,47.0,136.0,0,0,0,0,0,0,0,23,0,68,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
372,192.168.10.3-192.168.10.1-61129-53-17,192.168.10.3,61129,192.168.10.1,53,17,2017-07-07 12:05:49.952316,66247,1,1,41,183,41,41,41.0,0.0,183,183,183.0,0.0,3381.285190272767,30.190046341721136,66247.0,0.0,66247,66247,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,15.095023170860568,15.095023170860568,41,183,112.0,100.40916292848976,10082.0,0,0,0,0,0,0,0,0,1.0,112.0,41.0,183.0,0,0,0,0,0,0,0,20,0,91,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
373,192.168.10.3-192.168.10.1-60537-53-17,192.168.10.3,60537,192.168.10.1,53,17,2017-07-07 12:05:52.224707,23697,1,1,45,127,45,45,45.0,0.0,127,127,127.0,0.0,7258.302738743301,84.39886905515466,23697.0,0.0,23697,23697,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,42.19943452757733,42.19943452757733,45,127,86.0,57.982756057296896,3362.0,0,0,0,0,0,0,0,0,1.0,86.0,45.0,127.0,0,0,0,0,0,0,0,22,0,63,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
374,192.168.10.3-192.168.10.1-61938-53-17,192.168.10.3,61938,192.168.10.1,53,17,2017-07-07 12:03:19.414013,83841,1,1,61,132,61,61,61.0,0.0,132,132,132.0,0.0,2301.97636001479,23.854677305852743,83841.0,0.0,83841,83841,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,11.927338652926371,11.927338652926371,61,132,96.5,50.20458146424488,2520.5,0,0,0,0,0,0,0,0,1.0,96.5,61.0,132.0,0,0,0,0,0,0,0,30,0,66,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
375,192.168.10.3-192.168.10.1-61738-53-17,192.168.10.3,61738,192.168.10.1,53,17,2017-07-07 12:05:53.988664,544,1,1,74,156,74,74,74.0,0.0,156,156,156.0,0.0,422794.11764705885,3676.470588235294,544.0,0.0,544,544,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1838.235294117647,1838.235294117647,74,156,115.0,57.982756057296896,3362.0,0,0,0,0,0,0,0,0,1.0,115.0,74.0,156.0,0,0,0,0,0,0,0,37,0,78,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
376,192.168.10.12-206.108.0.131-123-123-17,192.168.10.12,123,206.108.0.131,123,17,2017-07-07 12:08:52.809525,69005348,8,8,384,384,48,48,48.0,0.0,48,48,48.0,0.0,11.129572160117212,0.2318660866691086,4600356.533333333,14253712.65217475,55977368,21997,68983088,9854726.857142856,20351210.078336757,55999365,1994254,68982951,9854707.285714284,20351332.53125473,55999628,1994390,0,0,0,0,0,0,64,64,0.1159330433345543,0.1159330433345543,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,7,8,13005720.0,0.0,13005720,13005720,55977368.0,0.0,55977368,55977368,-1,-1,0,DDOS,-1
377,192.168.10.17-144.217.240.204-123-123-17,192.168.10.17,123,144.217.240.204,123,17,2017-07-07 12:08:56.150832,67016332,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,2.86497327248528,0.0596869431767766,22338777.333333336,38663394.69260351,66983420,16282,67000050,67000050.0,0.0,67000050,67000050,66999702,66999702.0,0.0,66999702,66999702,0,0,0,0,0,0,16,16,0.0298434715883883,0.0298434715883883,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,1,8,16630.0,0.0,16630,16630,66983420.0,0.0,66983420,66983420,-1,-1,0,DDOS,-1
378,192.168.10.3-192.168.10.1-61119-53-17,192.168.10.3,61119,192.168.10.1,53,17,2017-07-07 12:05:51.280629,390,1,1,51,141,51,51,51.0,0.0,141,141,141.0,0.0,492307.6923076923,5128.205128205128,390.0,0.0,390,390,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,2564.102564102564,2564.102564102564,51,141,96.0,63.63961030678928,4050.0,0,0,0,0,0,0,0,0,1.0,96.0,51.0,141.0,0,0,0,0,0,0,0,25,0,70,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
379,192.168.10.3-192.168.10.1-61162-53-17,192.168.10.3,61162,192.168.10.1,53,17,2017-07-07 12:05:05.540280,23517,1,1,52,137,52,52,52.0,0.0,137,137,137.0,0.0,8036.739380022962,85.04486116426415,23517.0,0.0,23517,23517,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,42.52243058213208,42.52243058213208,52,137,94.5,60.10407640085654,3612.5,0,0,0,0,0,0,0,0,1.0,94.5,52.0,137.0,0,0,0,0,0,0,0,26,0,68,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
380,192.168.10.3-192.168.10.1-60564-53-17,192.168.10.3,60564,192.168.10.1,53,17,2017-07-07 12:04:15.072571,620,1,1,48,87,48,48,48.0,0.0,87,87,87.0,0.0,217741.93548387097,3225.8064516129034,620.0,0.0,620,620,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1612.9032258064517,1612.9032258064517,48,87,67.5,27.577164466275352,760.5,0,0,0,0,0,0,0,0,1.0,67.5,48.0,87.0,0,0,0,0,0,0,0,24,0,43,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
381,192.168.10.3-192.168.10.1-62238-53-17,192.168.10.3,62238,192.168.10.1,53,17,2017-07-07 12:05:49.696975,49987,1,1,52,102,52,52,52.0,0.0,102,102,102.0,0.0,3080.801008262149,40.010402704703225,49987.0,0.0,49987,49987,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,20.00520135235161,20.00520135235161,52,102,77.0,35.35533905932738,1250.0,0,0,0,0,0,0,0,0,1.0,77.0,52.0,102.0,0,0,0,0,0,0,0,26,0,51,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
382,192.168.10.3-192.168.10.1-60498-53-17,192.168.10.3,60498,192.168.10.1,53,17,2017-07-07 12:07:05.525617,46791,1,1,69,166,69,69,69.0,0.0,166,166,166.0,0.0,5022.333354704965,42.743262593233744,46791.0,0.0,46791,46791,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,21.371631296616872,21.371631296616872,69,166,117.5,68.58935777509511,4704.5,0,0,0,0,0,0,0,0,1.0,117.5,69.0,166.0,0,0,0,0,0,0,0,34,0,83,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
383,192.168.10.3-192.168.10.1-60726-53-17,192.168.10.3,60726,192.168.10.1,53,17,2017-07-07 12:05:45.878042,133352,1,1,47,168,47,47,47.0,0.0,168,168,168.0,0.0,1612.274281600576,14.997900293958846,133352.0,0.0,133352,133352,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,7.498950146979423,7.498950146979423,47,168,107.5,85.55992052357225,7320.5,0,0,0,0,0,0,0,0,1.0,107.5,47.0,168.0,0,0,0,0,0,0,0,23,0,84,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
384,192.168.10.3-192.168.10.1-61294-53-17,192.168.10.3,61294,192.168.10.1,53,17,2017-07-07 12:05:47.928567,49758,1,1,40,213,40,40,40.0,0.0,213,213,213.0,0.0,5084.609510028538,40.19454158125327,49758.0,0.0,49758,49758,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,20.097270790626634,20.097270790626634,40,213,126.5,122.32947314527271,14964.5,0,0,0,0,0,0,0,0,1.0,126.5,40.0,213.0,0,0,0,0,0,0,0,20,0,106,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
385,192.168.10.3-192.168.10.1-61030-53-17,192.168.10.3,61030,192.168.10.1,53,17,2017-07-07 12:02:23.728708,202660,1,1,55,157,55,55,55.0,0.0,157,157,157.0,0.0,1046.087042336919,9.868745682423764,202660.0,0.0,202660,202660,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,4.934372841211882,4.934372841211882,55,157,106.0,72.12489168102785,5202.0,0,0,0,0,0,0,0,0,1.0,106.0,55.0,157.0,0,0,0,0,0,0,0,27,0,78,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
386,192.168.10.3-192.168.10.1-61426-53-17,192.168.10.3,61426,192.168.10.1,53,17,2017-07-07 12:05:57.950180,62913,1,1,40,116,40,40,40.0,0.0,116,116,116.0,0.0,2479.6147060226026,31.789932128494907,62913.0,0.0,62913,62913,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,15.894966064247454,15.894966064247454,40,116,78.0,53.74011537017761,2888.0,0,0,0,0,0,0,0,0,1.0,78.0,40.0,116.0,0,0,0,0,0,0,0,20,0,58,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
387,192.168.10.3-192.168.10.1-61365-53-17,192.168.10.3,61365,192.168.10.1,53,17,2017-07-07 12:05:07.029021,47990,1,1,58,145,58,58,58.0,0.0,145,145,145.0,0.0,4230.047926651386,41.675349031048135,47990.0,0.0,47990,47990,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,20.837674515524068,20.837674515524068,58,145,101.5,61.518289963229634,3784.5,0,0,0,0,0,0,0,0,1.0,101.5,58.0,145.0,0,0,0,0,0,0,0,29,0,72,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
388,192.168.10.3-192.168.10.1-60645-53-17,192.168.10.3,60645,192.168.10.1,53,17,2017-07-07 12:05:53.006413,775,1,1,49,133,49,49,49.0,0.0,133,133,133.0,0.0,234838.70967741936,2580.6451612903224,775.0,0.0,775,775,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1290.3225806451612,1290.3225806451612,49,133,91.0,59.39696961966999,3528.0,0,0,0,0,0,0,0,0,1.0,91.0,49.0,133.0,0,0,0,0,0,0,0,24,0,66,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
389,192.168.10.3-192.168.10.1-62453-53-17,192.168.10.3,62453,192.168.10.1,53,17,2017-07-07 12:05:50.418076,49591,1,1,44,96,44,44,44.0,0.0,96,96,96.0,0.0,2823.0928999213565,40.32989857030509,49591.0,0.0,49591,49591,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,20.164949285152545,20.164949285152545,44,96,70.0,36.76955262170047,1352.0,0,0,0,0,0,0,0,0,1.0,70.0,44.0,96.0,0,0,0,0,0,0,0,22,0,48,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
390,192.168.10.8-192.168.10.3-123-123-17,192.168.10.8,123,192.168.10.3,123,17,2017-07-07 12:09:01.893171,64007285,4,4,192,192,48,48,48.0,0.0,48,48,48.0,0.0,5.999317108982204,0.1249857731037959,9143897.857142856,24192385.3786892,64007071,3,64007178,21335726.0,36954555.38619047,64007171,3,64007186,21335728.666666664,36954560.00499263,64007179,3,0,0,0,0,0,0,32,32,0.0624928865518979,0.0624928865518979,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,3,8,103.0,0.0,103,103,64007071.0,0.0,64007071,64007071,-1,-1,0,DDOS,-1
391,192.168.10.3-192.168.10.1-61477-53-17,192.168.10.3,61477,192.168.10.1,53,17,2017-07-07 12:05:51.205772,142609,1,1,51,95,51,51,51.0,0.0,95,95,95.0,0.0,1023.7783029121584,14.024360313865182,142609.0,0.0,142609,142609,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,7.012180156932591,7.012180156932591,51,95,73.0,31.11269837220809,968.0,0,0,0,0,0,0,0,0,1.0,73.0,51.0,95.0,0,0,0,0,0,0,0,25,0,47,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
392,192.168.10.3-192.168.10.1-60495-53-17,192.168.10.3,60495,192.168.10.1,53,17,2017-07-07 12:04:48.308644,60503,1,1,70,86,70,70,70.0,0.0,86,86,86.0,0.0,2578.3845429152275,33.05621208865676,60503.0,0.0,60503,60503,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,16.52810604432838,16.52810604432838,70,86,78.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,78.0,70.0,86.0,0,0,0,0,0,0,0,35,0,43,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
393,192.168.10.3-192.168.10.1-61112-53-17,192.168.10.3,61112,192.168.10.1,53,17,2017-07-07 12:05:49.303136,49735,1,1,62,90,62,62,62.0,0.0,90,90,90.0,0.0,3056.197848597567,40.21312958681009,49735.0,0.0,49735,49735,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,20.106564793405045,20.106564793405045,62,90,76.0,19.79898987322333,392.0,0,0,0,0,0,0,0,0,1.0,76.0,62.0,90.0,0,0,0,0,0,0,0,31,0,45,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
394,192.168.10.3-192.168.10.1-62200-53-17,192.168.10.3,62200,192.168.10.1,53,17,2017-07-07 12:04:02.435969,46460,1,1,53,166,53,53,53.0,0.0,166,166,166.0,0.0,4713.732242789496,43.04778303917348,46460.0,0.0,46460,46460,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,21.52389151958674,21.52389151958674,53,166,109.5,79.90306627407988,6384.5,0,0,0,0,0,0,0,0,1.0,109.5,53.0,166.0,0,0,0,0,0,0,0,26,0,83,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
395,192.168.10.3-192.168.10.1-60693-53-17,192.168.10.3,60693,192.168.10.1,53,17,2017-07-07 12:05:52.267847,4750977,2,2,84,377,44,40,42.0,2.8284271247461903,189,188,188.5,0.7071067811865476,97.0326734901053,0.8419320910204364,1583659.0,2599575.431093124,4585358,70778,4656136,4656136.0,0.0,4656136,4656136,4680199,4680199.0,0.0,4680199,4680199,0,0,0,0,0,0,16,16,0.4209660455102182,0.4209660455102182,40,189,115.25,84.59856184750818,7156.916666666667,0,0,0,0,0,0,0,0,1.0,115.25,42.0,188.5,0,0,0,0,0,0,0,21,0,94,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
396,192.168.10.3-192.168.10.1-62508-53-17,192.168.10.3,62508,192.168.10.1,53,17,2017-07-07 12:05:49.506612,701,1,1,56,109,56,56,56.0,0.0,109,109,109.0,0.0,235378.0313837375,2853.0670470756063,701.0,0.0,701,701,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,1426.5335235378031,1426.5335235378031,56,109,82.5,37.476659402887016,1404.5,0,0,0,0,0,0,0,0,1.0,82.5,56.0,109.0,0,0,0,0,0,0,0,28,0,54,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
397,192.168.10.3-192.168.10.1-62053-53-17,192.168.10.3,62053,192.168.10.1,53,17,2017-07-07 12:05:47.580036,4091730,2,2,95,342,51,44,47.5,4.949747468305833,199,143,171.0,39.59797974644666,106.80079086352228,0.9775816097347576,1363910.0,2066070.6845045255,3748845,119367,3972363,3972363.0,0.0,3972363,3972363,3868212,3868212.0,0.0,3868212,3868212,0,0,0,0,0,0,16,16,0.4887908048673788,0.4887908048673788,44,199,109.25,74.9327476252317,5614.916666666667,0,0,0,0,0,0,0,0,1.0,109.25,47.5,171.0,0,0,0,0,0,0,0,23,0,85,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
398,192.168.10.3-192.168.10.1-62360-53-17,192.168.10.3,62360,192.168.10.1,53,17,2017-07-07 12:04:06.413333,46762,1,1,55,129,55,55,55.0,0.0,129,129,129.0,0.0,3934.818870022668,42.76977032633335,46762.0,0.0,46762,46762,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,21.384885163166675,21.384885163166675,55,129,92.0,52.32590180780452,2738.0,0,0,0,0,0,0,0,0,1.0,92.0,55.0,129.0,0,0,0,0,0,0,0,27,0,64,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
399,192.168.10.3-192.168.10.1-62475-53-17,192.168.10.3,62475,192.168.10.1,53,17,2017-07-07 12:03:15.782800,46481,1,1,53,149,53,53,53.0,0.0,149,149,149.0,0.0,4345.86174996235,43.02833415804307,46481.0,0.0,46481,46481,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,21.514167079021536,21.514167079021536,53,149,101.0,67.88225099390856,4608.0,0,0,0,0,0,0,0,0,1.0,101.0,53.0,149.0,0,0,0,0,0,0,0,26,0,74,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,DDOS,-1
